address_id,street_address,city,state,zip_code,latitude,longitude
380,5345 Northwestern Terrace,El Paso,Texas,88514,31.6948,-106.3
381,3229 Judy Street,Pasadena,California,91103,34.1669,-118.1551
382,21 Pleasure Street,Pomona,California,91797,33.7866,-118.2987
383,43437 Dahle Lane,Idaho Falls,Idaho,83405,43.3233,-111.7822
384,05 Fuller Place,Bowie,Maryland,20719,38.8336,-76.8777
385,156 Artisan Circle,Los Angeles,California,90060,33.7866,-118.2987
386,0 Farragut Drive,Erie,Pennsylvania,16565,42.1827,-80.0649
387,5702 Kingsford Hill,Fort Wayne,Indiana,46857,41.0938,-85.0707
388,95 Muir Terrace,Minneapolis,Minnesota,55480,45.0159,-93.4719
389,78034 Quincy Drive,Roanoke,Virginia,24029,37.2742,-79.9579
390,32585 Talisman Trail,Dearborn,Michigan,48126,42.3349,-83.1801
391,658 Lunder Place,Shreveport,Louisiana,71105,32.4589,-93.7143
392,3546 La Follette Lane,Orlando,Florida,32854,28.5663,-81.2608
393,3 Mifflin Court,Houston,Texas,77218,29.834,-95.4342
394,03174 Mcguire Alley,Duluth,Minnesota,,46.7987,-92.0946
395,61372 4th Alley,Winston Salem,North Carolina,27110,36.0275,-80.2073
396,7480 Kenwood Crossing,Olympia,Washington,98506,47.1042,-122.87
397,740 Riverside Court,Akron,Ohio,44329,41.0655,-81.5203
398,2360 Graceland Center,Richmond,Virginia,23228,37.625,-77.4959
399,54044 Redwing Way,Lawrenceville,Georgia,30245,33.9464,-83.9912
400,01 Sage Hill,Reno,Nevada,89550,39.5387,-119.8225
401,5363 Mesta Avenue,Alexandria,Virginia,22313,38.8158,-77.09
402,02818 Troy Road,Norfolk,Virginia,23551,36.9312,-76.2397
403,0 Almo Plaza,Washington,District of Columbia,20470,38.8933,-77.0146
404,3 Reindahl Trail,Washington,District of Columbia,20073,38.897,-77.0251
405,10924 Claremont Way,Austin,Texas,78769,30.3264,-97.7713
406,40293 Westridge Trail,Lincoln,Nebraska,68510,40.8063,-96.6545
407,17521 3rd Park,Los Angeles,California,,33.7866,-118.2987
408,7 Lien Court,Chicago,Illinois,60636,41.776,-87.6674
409,7993 Carberry Point,Worcester,Massachusetts,01610,42.2492,-71.8108
410,0129 Talisman Parkway,Oakland,California,94627,37.6802,-121.9215
411,54 Holy Cross Crossing,Fresno,California,93750,36.7464,-119.6397
412,7 Jana Hill,Rockville,Maryland,20851,39.0763,-77.1234
413,5391 Hintze Crossing,Columbia,South Carolina,29240,34.006,-80.9708
414,220 Cardinal Trail,Chicago,Illinois,60609,41.8097,-87.6533
415,26 International Street,Asheville,North Carolina,28805,35.6004,-82.4918
416,1153 Forest Dale Junction,Beaumont,Texas,77705,30.0211,-94.1157
417,0 Arapahoe Hill,Atlanta,Georgia,30336,33.7406,-84.5545
418,3854 Hovde Hill,Schenectady,New York,12325,42.8333,-74.058
419,5453 Hudson Hill,Washington,District of Columbia,20535,38.8941,-77.0251
420,451 Shelley Crossing,Corpus Christi,Texas,78410,27.8458,-97.596
421,4 Nobel Plaza,Bakersfield,California,,35.2944,-118.9052
422,668 Farragut Hill,Lexington,Kentucky,40510,38.0702,-84.591
423,11 Fisk Point,Norfolk,Virginia,,36.8787,-76.2604
424,0613 Kingsford Point,Nashville,Tennessee,37235,36.1866,-86.7852
425,3 Birchwood Street,Biloxi,Mississippi,39534,30.4067,-88.9211
426,854 Trailsway Terrace,Boston,Massachusetts,02114,42.3611,-71.0682
427,70 Ryan Park,San Diego,California,92186,33.0169,-116.846
428,75796 Maple Park,Fort Smith,Arkansas,72916,35.2502,-94.3703
429,94 Mayer Hill,Shawnee Mission,Kansas,66210,38.9273,-94.7143
430,3397 Buell Hill,Hartford,Connecticut,06152,41.7918,-72.7188
431,316 Warrior Terrace,Reno,Nevada,,39.5224,-119.8353
432,09 Bashford Circle,Woburn,Massachusetts,01813,42.4464,-71.4594
433,7 Mcbride Point,Richmond,Virginia,23213,37.5593,-77.4471
434,99224 Esker Terrace,Lincoln,Nebraska,68505,40.8247,-96.6252
435,9909 Eagle Crest Terrace,Minneapolis,Minnesota,55428,45.0632,-93.3811
436,8 Buhler Center,San Antonio,Texas,78230,29.5407,-98.5521
437,2304 Johnson Park,Austin,Texas,78789,30.3264,-97.7713
438,9 Mesta Circle,Austin,Texas,78764,30.4455,-97.6595
439,903 Lakewood Pass,Raleigh,North Carolina,27605,35.7908,-78.653
440,16 Daystar Center,San Diego,California,92153,33.0169,-116.846
441,00584 Scoville Street,Fresno,California,93762,36.7464,-119.6397
442,7996 Linden Plaza,Chicago,Illinois,60619,41.7458,-87.6054
443,71196 Anniversary Court,Richmond,Virginia,23225,37.5158,-77.5047
444,41 2nd Plaza,Louisville,Kentucky,40220,38.2149,-85.6245
445,04 Almo Plaza,Philadelphia,Pennsylvania,19104,39.9597,-75.2024
446,05620 Surrey Hill,Miami,Florida,,25.5584,-80.4582
447,5 Glendale Plaza,Annapolis,Maryland,21405,39.0305,-76.5515
448,7 2nd Alley,Jamaica,New York,11407,40.6913,-73.8059
449,6 Pawling Center,Fort Collins,Colorado,80525,40.5384,-105.0547
450,716 Kings Circle,Flushing,New York,11388,40.6514,-73.8708
451,1 Sunbrook Terrace,Reno,Nevada,89595,40.5412,-119.5869
452,8974 Waubesa Center,El Paso,Texas,88514,31.6948,-106.3
453,94 Delladonna Trail,Charleston,West Virginia,25336,38.2968,-81.5547
454,18 Arapahoe Terrace,Jackson,Mississippi,39282,32.3113,-90.3972
455,8848 Rigney Pass,Clearwater,Florida,34620,27.9139,-82.7157
456,890 Lawn Park,Atlanta,Georgia,30311,33.723,-84.4702
457,14 Fuller Court,Nashville,Tennessee,37245,36.1866,-86.7852
458,95688 Clyde Gallagher Road,Wichita,Kansas,67205,37.7639,-97.4269
459,5377 Northridge Park,Dallas,Texas,75358,32.7942,-96.7652
460,26 Eagan Center,Tulsa,Oklahoma,74126,36.2383,-95.9931
461,687 Mcguire Alley,Jacksonville,Florida,32255,30.287,-81.3893
462,14 Maywood Avenue,Merrifield,Virginia,,38.8318,-77.2888
463,2 Mifflin Trail,Houston,Texas,77010,29.7543,-95.3609
464,9 Cordelia Lane,Great Neck,New York,11024,40.8171,-73.7416
465,6850 Mesta Park,Milwaukee,Wisconsin,53210,43.0685,-87.9715
466,98666 Bonner Park,Odessa,Texas,79764,31.8767,-102.4375
467,01323 Kipling Way,San Jose,California,95150,37.3866,-121.897
468,7129 Saint Paul Place,Bellevue,Washington,98008,47.6115,-122.1162
469,2059 Hayes Plaza,Washington,District of Columbia,20005,38.9067,-77.0312
470,7 Union Road,Littleton,Colorado,80161,39.7388,-104.4083
471,39 Hudson Lane,Detroit,Michigan,48295,42.2399,-83.1508
472,32473 Macpherson Terrace,Tampa,Florida,33620,28.06,-82.4079
473,766 Corscot Terrace,Port Charlotte,Florida,33954,27.0228,-82.1108
474,9 Bashford Center,Hartford,Connecticut,06140,41.7918,-72.7188
475,535 Laurel Street,Pasadena,California,91186,33.7866,-118.2987
476,9170 Warbler Way,Arlington,Virginia,22205,38.8836,-77.1395
477,43 Drewry Hill,Atlanta,Georgia,31196,33.8444,-84.474
478,9982 Browning Plaza,Santa Barbara,California,93106,34.4329,-119.8371
479,1 Brown Road,Corpus Christi,Texas,78405,27.7762,-97.4271
480,11864 Transport Point,Sacramento,California,95818,38.5568,-121.4929
481,28 Melvin Parkway,Fort Smith,Arkansas,72905,35.191,-94.2382
482,68 Bunting Crossing,Washington,District of Columbia,20442,38.896,-77.0177
483,142 Towne Plaza,Peoria,Arizona,85383,33.7169,-112.238
484,55419 Clove Hill,Baton Rouge,Louisiana,70815,30.4558,-91.0596
485,71708 Dakota Street,Houston,Texas,77080,29.8159,-95.523
486,68505 Buhler Point,Loretto,Minnesota,55598,45.0159,-93.4719
487,74215 Gateway Point,Trenton,New Jersey,08608,40.2204,-74.7622
488,4724 Burrows Avenue,San Bernardino,California,92405,34.1446,-117.3013
489,33 Knutson Trail,Minneapolis,Minnesota,55448,45.1907,-93.3021
490,4116 Londonderry Court,Las Vegas,Nevada,89160,35.9279,-114.9721
491,6 Amoth Way,Kansas City,Missouri,64136,39.0187,-94.4008
492,2 Esker Street,Pittsburgh,Pennsylvania,15255,40.4344,-80.0248
493,4 Fairview Point,Washington,District of Columbia,,38.8933,-77.0146
494,7 Hoffman Avenue,Peoria,Illinois,61605,40.6775,-89.6263
495,5235 Miller Alley,Buffalo,New York,14233,42.7684,-78.8871
496,61 Schiller Circle,Dallas,Texas,75372,32.7673,-96.7776
497,7 Rieder Way,Mobile,Alabama,36628,30.6589,-88.178
498,07027 Hooker Street,Abilene,Texas,79605,32.432,-99.7724
499,9479 Messerschmidt Alley,Los Angeles,California,90040,33.9909,-118.1532
500,1 Rockefeller Plaza,Indianapolis,Indiana,46216,39.8647,-86.0136
501,350 Bellgrove Crossing,El Paso,Texas,88553,31.6948,-106.3
502,30 Homewood Center,Brooklyn,New York,11210,40.6281,-73.9467
503,2294 Barnett Park,Augusta,Georgia,,33.386,-82.091
504,003 Chive Parkway,Levittown,Pennsylvania,19058,40.3286,-75.1028
505,94633 Hazelcrest Place,Norfolk,Virginia,23509,36.8787,-76.2604
506,9 Northport Junction,Washington,District of Columbia,20041,38.8933,-77.0146
507,480 Parkside Drive,Moreno Valley,California,92555,33.9377,-117.1851
508,49 Hoffman Alley,Atlanta,Georgia,30351,33.8444,-84.474
509,78013 Loeprich Parkway,Asheville,North Carolina,28805,35.6004,-82.4918
510,27559 Pankratz Pass,Denver,Colorado,80217,39.7388,-104.4083
511,9020 Sutherland Drive,Greensboro,North Carolina,27499,36.0807,-80.0244
512,6835 Upham Circle,San Antonio,Texas,78225,29.3875,-98.5245
513,4 Shopko Trail,Sacramento,California,95833,38.6157,-121.5053
514,60433 Gulseth Center,Tyler,Texas,75710,32.3475,-95.3065
515,83 Rowland Pass,Kalamazoo,Michigan,49006,42.2922,-85.633
516,405 Lindbergh Trail,Minneapolis,Minnesota,55470,45.0159,-93.4719
517,84654 Novick Center,Fort Lauderdale,Florida,33345,26.1654,-80.2959
518,42027 Division Lane,Seminole,Florida,34642,27.8444,-82.7963
519,853 Pond Junction,Dallas,Texas,75216,32.7086,-96.7955
520,783 Bay Way,Saint Paul,Minnesota,55188,45.0059,-93.1059
521,5220 Arrowood Alley,Anchorage,Alaska,99512,61.204,-149.8084
522,3 Carey Parkway,New Haven,Connecticut,06505,41.3057,-72.7799
523,690 8th Street,Dulles,Virginia,20189,39.009,-77.4422
524,2365 North Junction,Shawnee Mission,Kansas,66225,38.8999,-94.832
525,9454 Merchant Plaza,North Little Rock,Arkansas,72199,34.8272,-92.2847
526,5996 Westridge Circle,Dallas,Texas,75379,32.7673,-96.7776
527,44 Sunfield Terrace,San Antonio,Texas,78285,29.4375,-98.4616
528,70679 Elmside Court,Washington,District of Columbia,20041,38.8933,-77.0146
529,25321 Dwight Avenue,Midland,Texas,79710,31.8693,-102.0317
530,1449 Main Crossing,Minneapolis,Minnesota,55402,44.9762,-93.2759
531,24887 Russell Terrace,Southfield,Michigan,48076,42.4981,-83.2058
532,67782 Mendota Junction,Memphis,Tennessee,38126,35.1255,-90.0424
533,01 Comanche Alley,West Palm Beach,Florida,33411,26.6644,-80.1741
534,86 Eagle Crest Drive,Lees Summit,Missouri,,38.8518,-94.3944
535,01460 Pearson Park,Bloomington,Illinois,61709,40.4614,-88.953
536,05771 Lillian Crossing,Atlanta,Georgia,31196,33.8444,-84.474
537,3847 Oak Avenue,North Las Vegas,Nevada,89036,35.9279,-114.9721
538,0 Calypso Junction,Dallas,Texas,75205,32.826,-96.7843
539,71 Rowland Park,Huntington Beach,California,92648,33.6773,-118.0051
540,2 Longview Alley,Flushing,New York,11388,40.6514,-73.8708
541,19 Eastwood Point,Berkeley,California,94712,37.6802,-121.9215
542,822 Main Pass,Minneapolis,Minnesota,55448,45.1907,-93.3021
543,9 Vernon Place,Los Angeles,California,90076,33.7866,-118.2987
544,608 Jana Hill,Chicago,Illinois,60657,41.9399,-87.6528
545,48 Forest Dale Street,Washington,District of Columbia,20420,38.9035,-77.0276
546,594 Straubel Way,College Station,Texas,77844,30.6521,-96.341
547,4504 Summer Ridge Street,El Paso,Texas,88525,31.6948,-106.3
548,3 Maple Wood Center,Dallas,Texas,75367,32.7673,-96.7776
549,183 Scott Lane,Montgomery,Alabama,36104,32.373,-86.3081
550,254 Homewood Parkway,Boston,Massachusetts,02119,42.3231,-71.0846
551,7883 Crest Line Place,Davenport,Iowa,52804,41.5386,-90.6115
552,58259 Ridge Oak Way,Charlotte,North Carolina,28247,35.0656,-80.8511
553,6141 Daystar Place,Springfield,Massachusetts,01114,42.1707,-72.6048
554,1 Melrose Hill,Lexington,Kentucky,40505,38.0612,-84.4583
555,4717 Crownhardt Parkway,Charlotte,North Carolina,28215,35.244,-80.7387
556,68923 Arapahoe Hill,Colorado Springs,Colorado,80935,38.8247,-104.562
557,114 Ruskin Circle,Tucson,Arizona,85705,32.2691,-110.9845
558,27 Vahlen Street,Denton,Texas,76205,33.1903,-97.1282
559,89 Brickson Park Drive,Battle Creek,Michigan,49018,42.2464,-85.0045
560,87560 Glacier Hill Trail,Orlando,Florida,,28.4429,-81.4026
561,49550 Center Court,Omaha,Nebraska,68197,41.249,-96.0274
562,64 Florence Park,Morgantown,West Virginia,26505,39.6505,-79.944
563,52286 Mallory Terrace,College Station,Texas,77844,30.6521,-96.341
564,38078 New Castle Hill,North Port,Florida,34290,27.0459,-82.2491
565,992 Lawn Point,Minneapolis,Minnesota,55423,44.8756,-93.2553
566,9259 Clemons Point,Charlotte,North Carolina,28272,35.26,-80.8042
567,0 Spaight Junction,Garland,Texas,75049,32.7673,-96.7776
568,84 Katie Street,New Orleans,Louisiana,70183,29.6779,-90.0901
569,2488 Lakeland Drive,Washington,District of Columbia,20029,38.8933,-77.0146
570,6 Pond Plaza,Humble,Texas,77346,30.0042,-95.1728
571,7920 Kinsman Junction,Roanoke,Virginia,24040,37.2742,-79.9579
572,699 South Lane,Cleveland,Ohio,,41.6857,-81.6728
573,0200 Hallows Avenue,Portland,Oregon,97221,45.4918,-122.7267
574,34099 Emmet Circle,Charlotte,North Carolina,28225,35.26,-80.8042
575,4379 Tomscot Parkway,New York City,New York,10029,40.7918,-73.9448
576,2 Elka Avenue,Prescott,Arizona,86305,34.8185,-112.9584
577,323 Northfield Plaza,Washington,District of Columbia,20067,38.8933,-77.0146
578,13805 Caliangt Lane,Kansas City,Missouri,64144,39.2829,-94.409
579,491 Vera Pass,New York City,New York,10014,40.7339,-74.0054
580,4428 Stang Crossing,Roanoke,Virginia,24024,37.2742,-79.9579
581,193 Autumn Leaf Junction,Saint Louis,Missouri,63110,38.6185,-90.2564
582,74 Roxbury Court,Houston,Texas,77288,29.834,-95.4342
583,44410 Gerald Trail,El Paso,Texas,79989,31.6948,-106.3
584,04 Hansons Drive,Washington,District of Columbia,20088,38.8933,-77.0146
585,47407 Banding Terrace,Philadelphia,Pennsylvania,19178,40.0018,-75.1179
586,950 Di Loreto Parkway,Santa Rosa,California,95405,38.4386,-122.6727
587,9 Leroy Circle,New York City,New York,,40.7808,-73.9772
588,671 Jana Park,Montgomery,Alabama,36119,32.2334,-86.2085
589,35891 Eggendart Center,Amarillo,Texas,79188,35.1885,-101.8165
590,8 Sherman Plaza,Huntington,West Virginia,25721,38.4134,-82.2774
591,394 Doe Crossing Court,Columbus,Ohio,43204,39.9523,-83.078
592,7465 Grim Court,Saint Petersburg,Florida,33715,27.6705,-82.7119
593,44605 Melrose Park,Knoxville,Tennessee,37995,35.9901,-83.9622
594,404 Melby Way,New York City,New York,10024,40.7864,-73.9764
595,364 Cambridge Street,Los Angeles,California,90094,33.9754,-118.417
596,59 Springs Parkway,Augusta,Georgia,30905,33.413,-82.1337
597,07 Magdeline Court,Saint Paul,Minnesota,,45.071,-92.9391
598,2 Myrtle Park,Saint Louis,Missouri,63158,38.6531,-90.2435
599,3639 Golf Course Trail,Hicksville,New York,11854,40.7548,-73.6018
600,39635 Westport Point,Albuquerque,New Mexico,87201,35.0443,-106.6729
601,639 Gateway Avenue,Glendale,Arizona,85311,33.2765,-112.1872
602,57560 Jana Park,Amarillo,Texas,79165,35.4015,-101.8951
603,155 Porter Place,Salt Lake City,Utah,84120,40.695,-112.0001
604,0718 Swallow Alley,Aiken,South Carolina,29805,33.6993,-81.6465
605,7748 Kedzie Point,Amarillo,Texas,,35.216,-102.0714
606,54 Packers Alley,Memphis,Tennessee,38143,35.2017,-89.9715
607,0644 Buena Vista Center,Los Angeles,California,90065,34.1073,-118.2266
608,4 Sunfield Avenue,Honolulu,Hawaii,96825,21.2987,-157.6985
609,796 Jackson Trail,New York City,New York,,40.7808,-73.9772
610,2101 Golden Leaf Parkway,Mesquite,Texas,75185,32.7403,-96.5618
611,8 Utah Drive,North Little Rock,Arkansas,,34.8272,-92.2847
612,6915 Darwin Street,Des Moines,Iowa,50330,41.6727,-93.5722
613,8349 Duke Center,Albany,New York,12210,42.6568,-73.7605
614,88 Novick Circle,North Las Vegas,Nevada,89036,35.9279,-114.9721
615,06 Morningstar Street,Dallas,Texas,75241,32.6722,-96.7774
616,591 Kensington Place,Marietta,Georgia,30066,34.0378,-84.5038
617,54888 Swallow Center,New York City,New York,10014,40.7339,-74.0054
618,6 Dovetail Street,Denver,Colorado,80223,39.7002,-105.0028
619,6236 Sycamore Street,Berkeley,California,94712,37.6802,-121.9215
620,5690 Lunder Road,Evansville,Indiana,47719,37.9971,-87.575
621,3 Ludington Junction,Fort Pierce,Florida,34949,27.3896,-80.2615
622,581 Twin Pines Hill,Lake Worth,Florida,33467,26.6104,-80.1683
623,072 Northfield Trail,Memphis,Tennessee,38197,35.2017,-89.9715
624,8211 Derek Place,Albany,New York,12262,42.6149,-73.9708
625,96633 Loftsgordon Alley,Providence,Rhode Island,02905,41.7845,-71.3959
626,86562 Tony Road,Dayton,Ohio,,39.7982,-84.3211
627,8105 Knutson Road,Hattiesburg,Mississippi,39404,31.1721,-89.2948
628,303 Dixon Park,Washington,District of Columbia,20099,38.8933,-77.0146
629,87 Haas Crossing,Charleston,South Carolina,29424,32.7831,-79.937
630,3732 Monica Point,San Jose,California,95128,37.3163,-121.9356
631,75832 Evergreen Plaza,Tallahassee,Florida,32304,30.4478,-84.3211
632,82443 Schiller Road,Dallas,Texas,75236,32.69,-96.9177
633,6935 Rusk Terrace,Johnson City,Tennessee,37605,36.3158,-82.3838
634,27 Cardinal Junction,Sacramento,California,95852,38.6026,-121.4475
635,9319 Farragut Court,Washington,District of Columbia,20010,38.9327,-77.0322
636,143 Barby Trail,Laredo,Texas,78044,27.3637,-99.4819
637,5 Lakeland Point,Colorado Springs,Colorado,80935,38.8247,-104.562
638,7651 Eastwood Junction,Littleton,Colorado,80126,39.5437,-104.9691
639,8 Forest Run Plaza,Denver,Colorado,80243,39.7388,-104.4083
640,9339 Arapahoe Terrace,Houston,Texas,77025,29.6889,-95.4341
641,2 Miller Place,Kansas City,Missouri,64144,39.2829,-94.409
642,0847 Artisan Terrace,Fort Wayne,Indiana,46852,41.0938,-85.0707
643,50850 Oak Pass,Springfield,Illinois,62764,39.7495,-89.606
644,33579 Walton Circle,Fresno,California,93750,36.7464,-119.6397
645,9628 Banding Center,White Plains,New York,10633,41.119,-73.733
646,230 Dorton Drive,Fort Myers,Florida,33913,26.5228,-81.7065
647,1751 Thackeray Center,Chicago,Illinois,60624,41.8804,-87.7223
648,40224 Kropf Place,Fort Worth,Texas,76134,32.6469,-97.3325
649,144 Arkansas Court,Pocatello,Idaho,83206,42.6395,-112.3138
650,102 Heath Parkway,Seattle,Washington,98166,47.4511,-122.353
651,636 Sutteridge Park,Clearwater,Florida,34620,27.9139,-82.7157
652,243 Kenwood Alley,Charlotte,North Carolina,28299,35.26,-80.8042
653,89296 Daystar Parkway,Bonita Springs,Florida,34135,26.3771,-81.7334
654,776 Kropf Street,Columbia,South Carolina,29220,34.006,-80.9708
655,27 2nd Center,Cedar Rapids,Iowa,52405,41.9804,-91.7098
656,2309 Ronald Regan Lane,Scranton,Pennsylvania,18505,41.3914,-75.6657
657,30698 Blue Bill Park Circle,West Palm Beach,Florida,,26.6654,-80.0929
658,5302 Springview Avenue,Harrisburg,Pennsylvania,17140,40.3086,-76.8464
659,559 Amoth Plaza,Oklahoma City,Oklahoma,73190,35.5514,-97.4075
660,42180 Sheridan Street,Gulfport,Mississippi,39505,30.4158,-89.0684
661,06668 Clyde Gallagher Street,Tacoma,Washington,98442,47.3081,-122.4185
662,0 Cody Trail,Laredo,Texas,,27.3637,-99.4819
663,19541 Oneill Circle,Cheyenne,Wyoming,82007,41.1084,-104.8107
664,384 Mosinee Center,Wichita Falls,Texas,76310,33.8581,-98.5755
665,1 Stoughton Junction,Glendale,Arizona,85311,33.2765,-112.1872
666,96 Rowland Lane,Sacramento,California,95823,38.4797,-121.4438
667,77 Vermont Crossing,Chicago,Illinois,60697,41.8119,-87.6873
668,82956 Debs Way,Conroe,Texas,77305,30.2906,-95.3832
669,0 Gina Street,Tacoma,Washington,98417,47.2061,-122.4822
670,038 Sycamore Pass,Lincoln,Nebraska,,40.9317,-96.6045
671,1 Prentice Hill,Atlanta,Georgia,30311,33.723,-84.4702
672,1 Old Shore Plaza,Wilmington,Delaware,19805,39.7434,-75.5827
673,0 6th Road,New York City,New York,10014,40.7339,-74.0054
674,89514 Eastlawn Hill,Manchester,New Hampshire,03105,42.9521,-71.6539
675,804 Thompson Drive,Falls Church,Virginia,22047,38.8318,-77.2888
676,03 Jana Avenue,San Antonio,Texas,78260,29.7026,-98.4759
677,42223 Westend Pass,San Diego,California,92191,33.0169,-116.846
678,52 Dapin Lane,Cleveland,Ohio,44130,41.3826,-81.7964
679,73381 Farragut Road,Charlotte,North Carolina,28247,35.0656,-80.8511
680,232 Beilfuss Lane,Merrifield,Virginia,22119,38.8318,-77.2888
681,0 Warbler Alley,Jackson,Mississippi,39282,32.3113,-90.3972
682,2276 Kensington Alley,Jackson,Mississippi,39282,32.3113,-90.3972
683,73559 Gale Hill,Rochester,New York,14619,43.1367,-77.6481
684,41700 Portage Parkway,Berkeley,California,94712,37.6802,-121.9215
685,3 Warner Street,Albany,New York,12262,42.6149,-73.9708
686,13247 Coolidge Junction,Minneapolis,Minnesota,55458,45.0159,-93.4719
687,2 Pennsylvania Plaza,Chicago,Illinois,60630,41.9699,-87.7603
688,2120 Waxwing Plaza,Seattle,Washington,98148,47.4441,-122.3249
689,47 Prairie Rose Hill,Pittsburgh,Pennsylvania,15210,40.4072,-79.9839
690,63 Kensington Junction,Bronx,New York,10474,40.8139,-73.8841
691,75644 Macpherson Way,Topeka,Kansas,66617,39.1271,-95.6384
692,77 Hauk Point,Chicago,Illinois,60691,41.8119,-87.6873
693,8235 Hallows Avenue,San Diego,California,92160,33.0169,-116.846
694,37516 Old Gate Alley,Durham,North Carolina,27717,36.0512,-78.8577
695,052 Pennsylvania Way,Montgomery,Alabama,36134,32.2334,-86.2085
696,0607 Lakewood Gardens Lane,San Diego,California,92115,32.7607,-117.0721
697,9 Canary Hill,Syracuse,New York,13217,43.0214,-76.1977
698,1 Moose Terrace,Charlotte,North Carolina,28278,35.2072,-80.9568
699,6 Shoshone Way,Bronx,New York,10474,40.8139,-73.8841
700,631 Commercial Hill,Dallas,Texas,75392,32.7673,-96.7776
701,660 Tennyson Parkway,Brooklyn,New York,11225,40.6628,-73.9546
702,3720 Heath Court,Louisville,Kentucky,40256,38.189,-85.6768
703,79021 Southridge Avenue,Los Angeles,California,90071,34.0529,-118.2549
704,4304 Parkside Road,San Jose,California,,37.2568,-121.8896
705,14491 Westridge Crossing,Amarillo,Texas,79165,35.4015,-101.8951
706,68 Valley Edge Lane,Atlanta,Georgia,30311,33.723,-84.4702
707,9 Granby Place,Tucson,Arizona,85743,32.3366,-111.1771
708,1 Meadow Vale Court,Fairbanks,Alaska,,64.8544,-147.8469
709,441 Oxford Drive,El Paso,Texas,88558,31.6948,-106.3
710,99694 Charing Cross Parkway,Washington,District of Columbia,,38.8933,-77.0146
711,6607 Melody Junction,Charlotte,North Carolina,28272,35.26,-80.8042
712,504 Gulseth Plaza,Savannah,Georgia,31416,32.0053,-81.0477
713,32124 Steensland Street,Baton Rouge,Louisiana,70883,30.5159,-91.0804
714,9733 Montana Way,Las Vegas,Nevada,89145,36.1693,-115.2828
715,6 Summer Ridge Junction,Columbia,South Carolina,29215,34.006,-80.9708
716,39 Chive Place,Portland,Oregon,97221,45.4918,-122.7267
717,1 Northwestern Court,Littleton,Colorado,,39.5437,-104.9691
718,88193 Little Fleur Pass,Pittsburgh,Pennsylvania,,40.4181,-80.0526
719,857 Boyd Way,Charleston,West Virginia,25356,38.2968,-81.5547
720,2 Main Park,Springfield,Virginia,22156,38.8318,-77.2888
721,965 Eggendart Terrace,Albuquerque,New Mexico,87190,35.0443,-106.6729
722,5 Pepper Wood Place,Youngstown,Ohio,44511,41.0704,-80.6931
723,161 Sutteridge Park,Houston,Texas,77030,29.7041,-95.401
724,196 Onsgard Parkway,Irvine,California,92717,33.6462,-117.8398
725,4 Washington Parkway,Charleston,West Virginia,25313,38.4142,-81.7582
726,774 Springs Way,Los Angeles,California,90094,33.9754,-118.417
727,181 High Crossing Court,Gainesville,Florida,32610,29.6813,-82.3539
728,8 Springs Way,Wilmington,Delaware,19897,39.5645,-75.597
729,53311 Mcguire Trail,Colorado Springs,Colorado,80995,38.8247,-104.562
730,9614 Parkside Trail,Dearborn,Michigan,48126,42.3349,-83.1801
731,006 Hauk Pass,Montgomery,Alabama,36125,32.2334,-86.2085
732,3339 Jenna Center,Lake Charles,Louisiana,70616,30.2642,-93.3265
733,01216 Oak Valley Alley,Richmond,Virginia,23203,37.5593,-77.4471
734,663 Bayside Way,El Paso,Texas,88519,31.6948,-106.3
735,9838 Chinook Parkway,Washington,District of Columbia,,38.9164,-76.9948
736,5099 Shelley Center,Mesa,Arizona,85210,33.3887,-111.8428
737,4652 Coleman Crossing,Philadelphia,Pennsylvania,19191,40.0018,-75.1179
738,433 Luster Place,Cincinnati,Ohio,45233,39.111,-84.6594
739,411 Hanover Junction,New York City,New York,,40.7808,-73.9772
740,34 Pennsylvania Place,Clearwater,Florida,34615,27.9843,-82.7813
741,67680 Hauk Parkway,Boston,Massachusetts,,42.3615,-71.0604
742,12852 Macpherson Place,Lakeland,Florida,33811,27.9865,-82.0139
743,3 Lerdahl Pass,Erie,Pennsylvania,16565,42.1827,-80.0649
744,2300 Larry Court,Inglewood,California,,33.7866,-118.2987
745,67 Schiller Terrace,Miami,Florida,33283,25.5584,-80.4582
746,48 Armistice Hill,Baltimore,Maryland,,39.2933,-76.6238
747,315 Hansons Alley,Philadelphia,Pennsylvania,19093,40.0018,-75.1179
748,082 Boyd Way,Concord,California,94522,37.7772,-121.9554
749,7598 Vera Drive,Tampa,Florida,33673,27.872,-82.4388
750,268 Miller Street,Greensboro,North Carolina,27455,36.1824,-79.806
751,82578 Nobel Trail,Wichita,Kansas,67205,37.7639,-97.4269
752,75 Corscot Place,New York City,New York,10079,40.7808,-73.9772
753,557 Mcguire Trail,Dallas,Texas,75287,33.0005,-96.8314
754,6757 Schlimgen Avenue,Port Saint Lucie,Florida,34985,27.3822,-80.409
755,708 Marquette Point,Lakewood,Washington,98498,47.1591,-122.5485
756,76 Meadow Vale Crossing,Memphis,Tennessee,38168,35.2017,-89.9715
757,42 Corben Circle,Richmond,Virginia,23289,37.5313,-77.4161
758,502 Ruskin Street,Columbus,Ohio,43284,39.969,-83.0114
759,9694 Butternut Parkway,Memphis,Tennessee,38131,35.0664,-89.9921
760,47943 Susan Lane,Charleston,West Virginia,25362,38.2968,-81.5547
